#500-75 O'Connor Street,NULL,Ottawa,532
#9900 2700 Production Way,NULL,Burnaby,497
1020 Carletto Drive,NULL,Matraville,25449
1020 Carletto Drive,NULL,Santa Cruz,27683
"1020, quai de Grenelle",NULL,Croix,19089
"1020, quai de Grenelle",NULL,Versailles,15467
10203 Acorn Avenue,NULL,Calgary,33
1023 Hawkins Street,NULL,Lebanon,11706
1023 Hawkins Street,NULL,Townsville,27149
1023 Riveria Way,NULL,Burbank,26959
1023 Riviera Way,NULL,Oxford,12148
1024 Walnut Blvd.,NULL,Colma,22014
1025 Holly Oak Drive,NULL,Leeds,29504
1025 R St.,NULL,Kirkland,29096
1025 Yosemite Dr.,NULL,Oregon City,12787
1025 Yosemite Dr.,NULL,Townsville,24604
"10257, avenue de l´Europe",NULL,Saint-Denis,27875
1026 Mt. Wilson Pl.,NULL,Lynnwood,21807
1026 Mt. Wilson Pl.,NULL,South Melbourne,24165
1028 Green View Court,NULL,Chula Vista,20407
1028 Green View Court,NULL,Oregon City,18329
1028 Indigo Ct.,NULL,Issaquah,26805
1028 Indigo Ct.,NULL,Warrnambool,19489
1028 Royal Oak Rd.,NULL,Burlingame,24310
1029 Birchwood Dr,NULL,Burien,27838
1029 Birchwood Dr,NULL,Olympia,14851
"103, avenue des Champs-Elysées",NULL,Paris La Defense,19207
"103, rue de Fontfroide",NULL,Lille,17984
1030 Ambush Dr.,NULL,Bury,17950
1032 Buena Vista,NULL,North Ryde,11856
1032 Coats Road,NULL,Stoke-on-Trent,18817
1032 Cowell Road,NULL,Colombes,16962
1035 Arguello Blvd.,NULL,San Diego,23530
"1035, boulevard du Montparnasse",NULL,Paris,29248
1036 Mason Dr,NULL,Port Orchard,17385
1037 Hayes Court,NULL,Stoke-on-Trent,19388
1039 Adelaide St.,NULL,Port Macquarie,25893
1039 Adelaide St.,NULL,West Covina,22698
"1039, rue Mazagran",NULL,Drancy,28740
104 Hilltop Dr.,NULL,Concord,24852
104 Hilltop Dr.,NULL,Springwood,26156
104 Kaski Ln.,NULL,Portland,21304
1040 Greenbush Drive,NULL,Newton,21223
1040 Greenbush Drive,NULL,Silverwater,27234
1040 Northridge Road,NULL,London,20210
1040 Northridge Road,NULL,Woodland Hills,24829
1042 Hooftrail Way,NULL,Newcastle,24007
1044 San Carlos,NULL,Cincinnati,20090
1045 Lolita Drive,NULL,Torrance,19128
1045 Lolita Drive,NULL,Townsville,27798
1046 Cloverleaf Circle,NULL,Shawnee,21596
1046 San Carlos Avenue,NULL,Colma,15654
1047 Las Quebradas Lane,NULL,North Sydney,29004
1047 Las Quebradas Lane,NULL,Oak Bay,15558
1048 Burwood Way,NULL,Haney,25019
1048 Burwood Way,NULL,Hervey Bay,17568
1048 Las Quebradas Lane,NULL,Walla Walla,20910
1048 Las Quebradas Lane,NULL,Wollongong,24431
105 Clark Creek Lane,NULL,Port Macquarie,25867
105 Woodruff Ln.,NULL,Bellingham,12650
105 Woodruff Ln.,NULL,Oakland,24162
1050 Creed Ave,NULL,Lebanon,13883
1050 Creed Ave,NULL,London,25816
1050 Greenhills Circle,NULL,Lane Cove,26942
1050 Greenhills Circle,NULL,Langley,16841
1050 Oak Street,NULL,Seattle,859
1052 Stanford Street,NULL,El Cajon,26989
1053 Rain Drop Circle,NULL,Warrnambool,19979
1054 Vine Circle,NULL,Burbank,15460
1054 Vloching Circle,NULL,York,20017
1055 Horseshoe Road,NULL,London,27652
"1055, rue Basse-du-Rocher",NULL,Paris,19747
"10570, rue Lamarck",NULL,Saint Germain en Laye,11788
"10571, rue de Varenne",NULL,Lieusaint,21287
1058 Kirker Pass Road,NULL,Bendigo,29123
1058 Kirker Pass Road,NULL,Westminster,20038
1058 Miwok Way,NULL,Bellingham,26861
1058 Park Blvd.,NULL,Woodburn,21545
1059 Delta Fair Blvd.,NULL,Port Hammond,13342
1059 Kirkwood Ct,NULL,W. York,29387
1059 Stonewood Ct,NULL,Glendale,16475
1060 Mcelroy Court,NULL,Burbank,29015
1060 Mcelroy Court,NULL,South Melbourne,24496
1061 Buskrik Avenue,NULL,Coronado,28294
1061 Buskrik Avenue,NULL,Edmonds,147
1061 Carzino Ct,NULL,Bracknell,15754
1061 Carzino Ct,NULL,Kirkby,16399
1061 Delta Fair Blvd.,NULL,Bremerton,22171
1061 Delta Fair Blvd.,NULL,Milwaukie,28845
1063 Pinehurst Court,NULL,Lakewood,27487
1063 Pinehurst Court,NULL,Oxford,23736
1064 Almond Drive,NULL,Warrington,18224
1064 Armstrong Rd.,NULL,Langley,23075
1064 Armstrong Rd.,NULL,South Melbourne,21518
1064 Diver Way,NULL,Spring Valley,26756
1064 Slavio,NULL,Lebanon,28070
1064 Slow Creek Road,NULL,Seattle,110
1064 William Way,NULL,Darlinghurst,22560
1064 William Way,NULL,Woodland Hills,11708
1065 Almond St.,NULL,Maidenhead,14542
1065 Almond St.,NULL,Santa Cruz,23031
1065 Coachman Pl.,NULL,Burien,21830
1065 Coachman Pl.,NULL,Wollongong,21884
1068 N Sweetbriar Court,NULL,La Jolla,24315
1069 Ahwanee Lane,NULL,Daly City,22223
1069 Ahwanee Lane,NULL,North Ryde,19445
1069 Bynum Way,NULL,Puyallup,27386
1069 Central Blvd.,NULL,Hobart,23603
"1069, boulevard du Montparnasse",NULL,Paris,29022
107 Woodside Court,NULL,Glendale,26200
"107, rue des Bouchers",NULL,Chatou,23236
1071 Stanz Grace St.,NULL,Chula Vista,27294
1073 Bonnie Lane,NULL,Port Macquarie,29493
1074 Lori Drive,NULL,Lake Oswego,18696
1075 San Miguel Circle,NULL,Oxford,28820
1077 Laurel Drive,NULL,Bellingham,16720
1077 Laurel Drive,NULL,Long Beach,15134
1077 Pheasant Drive,NULL,Downey,27734
1077 Willow Court,NULL,Burbank,17178
1077 Willow Court,NULL,Imperial Beach,19392
1078 Aloe Vera Road,NULL,Beaverton,26187
108 Lakeside Court,NULL,Bellevue,32508
108 Lakeside Court,NULL,Corvallis,13613
1080 Crestwood Circle,NULL,Metchosin,13462
1080 Crestwood Circle,NULL,Rockhampton,21425
"1080, quai de Grenelle",NULL,Saint Ouen,21640
1082 Crivello Avenue,NULL,Cranbourne,25872
1082 Crivello Avenue,NULL,Glendale,15172
1082 Selena Court,NULL,Reading,15927
1082 Selena Court,NULL,Runcorn,14575
1083 W. Hook Road,NULL,Los Angeles,15037
1083 W. Hookston Road,NULL,Chantilly,23999
1084 Meadow Glen Way,NULL,Chula Vista,24329
1084 Meadow Glen Way,NULL,Oxford,11592
1085 Ash Lane,NULL,London,22559
1085 Ash Lane,NULL,Spokane,25334
1085 Greenbelt Way,Unit B-105,Los Angeles,13970
1086 Ash Lane,NULL,National City,13859
1086 Clayton Road,NULL,Berks,29028
1086 Clayton Road,NULL,Portland,25914
1086 Rose Dr.,NULL,Olympia,19662
1087 Knollview Court,NULL,Novato,19570
1087 Park Tree Ct.,NULL,Goulburn,25271
1088 Ash Lane,NULL,Bury,15579
1088 Ash Lane,NULL,Hawthorne,25663
109 Clay Road,NULL,Hervey Bay,16342
109 Clayton Road,NULL,London,20912
"109, avenue des Ternes",NULL,Les Ulis,11435
1090 El Dorado Way,NULL,Vancouver,24408
"1090, quai de Grenelle",NULL,Paris,29684
1091 Bloching Circle,NULL,Lemon Grove,24777
1092 Boxer Blvd,NULL,Port Hammond,29842
1092 Pinole Valley Rd.,NULL,Oakland,27009
1093 Gatter Court,NULL,San Gabriel,20114
1093 Via Romero,NULL,San Diego,22145
1094 Loveridge Circle,NULL,Beaverton,25565
1094 Loveridge Circle,NULL,Oregon City,15488
1095 Collins Drive,NULL,Runcorn,21423
1095 Collins Drive,NULL,Seaford,24050
1097 Kulani Lane,NULL,Kirkland,15315
1097 Kulani Lane,NULL,London,23458
1098 Lawton Street,NULL,Peterborough,27220
1098 Lawton Street,NULL,Spokane,17135
1099 C Street,NULL,Langley,26898
1099 C Street,NULL,London,25050
1099 Catalpa Court,NULL,Redmond,20557
"10bis, rue des Peupliers",NULL,Les Ulis,13175
11 Sunrise Drive,NULL,Darlinghurst,25774
11 Sunrise Drive,NULL,Mill Valley,26033
"11, allée des Princes",NULL,Colombes,26207
"11, avenue de la Gare",NULL,Lieusaint,28746
"11, avenue de la Gare",NULL,Saint Ouen,29510
"11, avenue du Port",NULL,Paris,24447
"11, avenue du Président-Kennedy",NULL,Bobigny,25215
"11, avenue du Président-Kennedy",NULL,Morangis,23027
"11, avenue du Président-Kennedy",NULL,Paris,15409
"11, avenue du Président-Kennedy",NULL,Paris La Defense,25357
"11, avenue du Président-Kennedy",NULL,Roubaix,25332
"11, avenue du Président-Kennedy",NULL,Saint-Denis,27008
"11, avenue du Président-Kennedy",NULL,Verrieres Le Buisson,26458
"11, boulevard Tremblay",NULL,Saint Germain en Laye,28999
"11, place de la République",NULL,Paris,23602
"11, quai de l´ Iton",NULL,Bobigny,18023
"11, quai de l´ Iton",NULL,Chatou,24483
"11, quai de l´ Iton",NULL,Courbevoie,15516
"11, quai de l´ Iton",NULL,Lille,27020
"11, quai de l´ Iton",NULL,Pantin,20822
"11, quai de l´ Iton",NULL,Paris,24982
"11, quai de l´ Iton",NULL,Paris,16506
"11, quai de l´ Iton",NULL,Roissy en Brie,18107
"11, quai de l´ Iton",NULL,Saint Ouen,29722
"11, rue de Cambrai",NULL,Boulogne-Billancourt,28316
"11, rue de Cambrai",NULL,Orly,29244
"11, rue de Cambrai",NULL,Paris,28799
"11, rue de la Cavalerie",NULL,Esher-Molesey,16649
"11, rue de l'Espace De Schengen",NULL,Boulogne-Billancourt,29619
"11, rue de l'Espace De Schengen",NULL,Paris,23274
"11, rue de l'Espace De Schengen",NULL,Roncq,29275
"11, rue de l'Espace De Schengen",NULL,Saint Ouen,29352
"11, rue de l'Espace De Schengen",NULL,Verrieres Le Buisson,29583
"11, rue de Maubeuge",NULL,Metz,26043
"11, rue de Maubeuge",NULL,Saint Germain en Laye,18806
"11, rue de Terre Neuve",NULL,Lieusaint,20342
"11, rue de Terre Neuve",NULL,Villeneuve-d'Ascq,20399
"11, rue Descartes",NULL,Saint-Denis,13649
"11, rue Descartes",NULL,Versailles,13080
"11, rue du Départ",NULL,Sèvres,25544
"11, rue du Puits Dixme",NULL,Colombes,29268
"11, rue du Puits Dixme",NULL,Courbevoie,27982
"11, rue du Puits Dixme",NULL,Drancy,22435
"11, rue du Puits Dixme",NULL,Orleans,15448
"11, rue du Puits Dixme",NULL,Orly,28951
"11, rue du Puits Dixme",NULL,Paris,28933
"11, rue du Puits Dixme",NULL,Paris,29088
"11, rue Henri Gagnon",NULL,Roissy en Brie,11666
"11, rue Philibert-Delorme",NULL,Metz,23443
"11, rue Saint Denis",NULL,Drancy,24771
"11, rue Saint Denis",NULL,Saint Germain en Laye,27557
"11, rue Villedo",NULL,Paris,16884
110 E. Watson Court,NULL,Hervey Bay,23691
110 E. Watson Court,NULL,Sooke,21740
110 Katherine Drive,NULL,Brisbane,18660
"110, boulevard Beau Marchais",NULL,Gateshead,14909
1101 C Street,NULL,Daly City,29031
"1101, rue Lauriston",NULL,Lynnwood,14359
"1101, rue Lauriston",NULL,Sèvres,13654
1102 Geary Ct,NULL,Lancaster,26729
1102 Ravenwood,NULL,North Ryde,26813
1102 Ravenwood,NULL,Seattle,113
1102 Ravenwood,NULL,W. Linn,28241
"1102, rue Maillard",NULL,Sèvres,16567
"1102, rue Maillard",NULL,Versailles,14589
"1103, rue Lamarck",NULL,Paris,11824
1104 Colton Ln,NULL,Burien,27631
1104 Colton Ln,NULL,Corvallis,17031
1104 O St.,NULL,Coronado,15607
1105 Meadowbrook Drive,NULL,Colma,27040
1105 Meadowbrook Drive,NULL,Olympia,26705
1105 N. 48th St,NULL,London,11907
1105 N. 48th St,NULL,Newton,17536
1105 O St.,NULL,Shawnee,20958
1106 Pine Creek Way,NULL,Bracknell,14769
1106 Pine Creek Way,NULL,Lincoln Acres,27235
1107 La Corte Bonita,NULL,Cliffside,28311
1108 Cactus Court,NULL,Hervey Bay,18462
"111, boulevard du Montparnasse",NULL,Colombes,11735
"111, quai Paul Doumer",NULL,Roubaix,25564
"111, rue des Pyrenees",NULL,Roubaix,17919
"111, rue Maillard",NULL,Versailles,13226
"111, rue Marbeuf",NULL,Colomiers,15193
1111 Bayview Cr,NULL,High Wycombe,29343
1111 Bayview Cr,NULL,Palo Alto,11998
"1111, rue de Longchamp",NULL,Colomiers,14180
"1111, rue Ste-Honoré",NULL,Roncq,17310
1112 Roehlidge Lane,NULL,Sedro Woolley,22775
"1112, rue des Grands Champs",NULL,Saint Germain en Laye,19801
1113 Catherine Way,NULL,Newport Beach,12297
1113 Ready Road,NULL,Lake Oswego,17263
1113 Ready Road,NULL,Oxford,23718
1114 Laurel,NULL,Spring Valley,22238
1117 Ashford Court,NULL,Burien,18303
1117 Diablo View Road,NULL,Renton,27720
1119 Elderwood Dr.,NULL,Lake Oswego,23952
1119 Elderwood Dr.,#3,Birmingham,12420
112 Kathleen Drive,NULL,London,17096
112 Kathleen Drive,NULL,Palo Alto,20510
112 RaceCt,NULL,Renton,15810
"112, avenue du Québec",NULL,Pantin,29676
"112, avenue du Québec",NULL,Sèvres,15307
"112, boulevard Tremblay",NULL,Saint-Denis,22138
"112, rue Faubourg St Antoine",NULL,Roubaix,19371
"112, rue Marbeuf",NULL,Dunkerque,19945
"112, rue Marbeuf",NULL,Rockhampton,16199
1120 Curtis Drive,NULL,High Wycombe,11908
1120 Curtis Drive,NULL,Sedro Woolley,19254
1120 Jeff Ct.,NULL,Vancouver,22716
1121 Boynton Avenue,NULL,Colma,15855
1121 Boynton Avenue,NULL,Issaquah,29287
1121 Ferry Street,NULL,Cambridge,26755
1121 Ferry Street,NULL,Everett,19606
1121 Serrano Way,NULL,Spokane,18620
1124 Leeds Ct. West,NULL,Marysville,18460
1127 Leewood Place,NULL,W. Linn,16712
1127 Oak Street,NULL,Coronado,19014
1127 Wellington Avenue,NULL,Salem,29780
113 Gordon Ct.,NULL,Milsons Point,19989
"113, rue Ste-Honoré",NULL,Paris,24886
1130 Fillet Ave.,NULL,Lavender Bay,17779
1130 Fillet Ave.,NULL,Port Hammond,18839
1132 Plymouth Dr.,NULL,Bellflower,26016
1132 Plymouth Dr.,NULL,Lake Oswego,29856
1132 San Vincente Drive,NULL,Silverwater,28413
1133 Beauer Lane,NULL,Hobart,18941
1133 Concord Place,NULL,Portland,16601
1133 Fillet Ave,NULL,Beverly Hills,19508
1133 Fillet Ave,NULL,N. Vancouver,17092
1133 Leisure Lane,NULL,Burnaby,26877
1133 Leisure Lane,NULL,Sooke,14248
1134 Concord Pl.,NULL,Grossmont,22044
1134 Concord Pl.,NULL,Springwood,25720
1135 Glenellen Court,NULL,San Carlos,15452
1135 W St.,NULL,Cloverdale,14745
1135 W St.,NULL,Stoke-on-Trent,20502
1136 Lane Way,NULL,Hawthorne,17482
"114, quai Paul Doumer",NULL,Lieusaint,29522
1140 Panoramic Drive,NULL,Port Hammond,16547
1141 Hale Court,NULL,Fremont,26682
1141 Panoramic Dr.,NULL,London,21985
1141 Panoramic Dr.,NULL,Spring Valley,21980
1141 Redwood Road,NULL,Yakima,20418
1141 Rolling Hill Way,NULL,Glendale,16864
1142 Firestone Dr.,NULL,Downey,21773
1142 Firestone Dr.,NULL,Melton,23244
1143 Julpum Loop,NULL,Bellingham,23392
1143 Julpum Loop,NULL,Oak Bay,28137
1144 N. Jackson Way,NULL,Lynnwood,20982
1144 Paradise Ct.,NULL,Issaquah,267
1144 Paradise Ct.,NULL,Newport Beach,12601
1144 Paraiso Ct.,NULL,Berkeley,25965
"1144, rue Ste-Honoré",NULL,Morangis,21298
1144/118 rue Faubourg St Antoine,NULL,Lille,23048
1145 Paraiso Ct.,NULL,Langley,27864
1147 Delta Way,NULL,Beverly Hills,16405
1147 Dimaggio Way,NULL,Newcastle upon Tyne,27225
1147 Mellowood Street,NULL,Newport Beach,29593
1148 Thornwood Drive,NULL,Berks,28973
1148 Thornwood Drive,NULL,Corvallis,11886
115 Pine Creek Way,NULL,Lynnwood,13873
115 Santa Fe Street,NULL,Cliffside,26584
115 Santa Fe Street,NULL,Lavender Bay,13844
"115, quai Paul Doumer",NULL,Saint-Denis,28029
1153 Loma Linda,NULL,Bendigo,11910
1153 Loma Linda,NULL,Oxford,24188
1153 Southampton Road,NULL,Rhodes,21394
1154 Regina Lane,NULL,St. Leonards,28349
1154 Regina Lane,NULL,W. Linn,23353
"1155, rue Ste-Honoré",NULL,Paris,16901
1156 Corte Poquito,NULL,Beaverton,23230
1156 Corte Poquito,NULL,Yakima,12910
1156 Dublin Court,NULL,Runcorn,22664
1156 Dublin Court,NULL,Watford,19186
1157 Chilpancingo Pk.,NULL,Bremerton,24066
1157 Chilpancingo Pk.,NULL,Colma,28389
"1157, rue Marbeuf",NULL,Les Ulis,25464
1158 Roundtree Place,NULL,Coffs Harbour,19868
1158 Roundtree Place,NULL,Spokane,12306
1159 Filling Ave.,NULL,Santa Monica,18408
1159 Lacassie Ave,NULL,Wollongong,24010
1159 LaCrosse Ave,NULL,San Francisco,12225
"116, boulevard d´Albi",NULL,Bobigny,29228
"116, boulevard d´Albi",NULL,Metz,21038
1160 Bella Avenue,NULL,Esher-Molesey,16806
1160 Bella Avenue,NULL,Port Orchard,11841
1160 Camelback Road,NULL,Hervey Bay,28217
1160 Via Del Sol,NULL,Oak Bay,14477
1160 Via Del Sol,NULL,Springwood,26316
1161 Daffodil Dr.,NULL,Burbank,18012
1161 Daffodil Dr.,NULL,Milton Keynes,14017
1161 Pine Hollow Road,NULL,Burnaby,29016
1162 Park Glenn,NULL,Gold Coast,17905
1162 Park Glenn,NULL,Walla Walla,12846
1162 Relief Valley Ct,NULL,Colma,22588
1162 Relief Valley Ct,NULL,Seaford,15505
1162 Thunderbird Drive,NULL,Oregon City,19592
1163 Bella Vista,# 103,Santa Monica,18507
1164 Augustine Drive,NULL,Lane Cove,25081
1164 Bell Drive,NULL,Coronado,18474
1164 Glenview Drive,NULL,Langford,15027
1168 Escobar,NULL,Chula Vista,24965
1168 Escobar,NULL,Woodland Hills,29760
117 Esperanza Dr,NULL,Lemon Grove,20979
117 Marvello Lane,NULL,Lane Cove,23413
117 Marvello Lane,NULL,Peterborough,24513
1170 Shaw Rd,NULL,Glendale,14995
1170 Shaw Rd,NULL,St. Leonards,23822
1172 Flamingo Dr.,NULL,Cliffside,21312
1172 Flamingo Dr.,NULL,London,14692
1172 Lunar Lane,NULL,West Covina,18297
1173 Dale Pl.,NULL,Hobart,21346
1173 Dale Pl.,NULL,Sydney,24671
1174 Ayers Rd,NULL,Downey,14263
1174 Royal Ann Lane,NULL,Matraville,29703
1176 Oil Road,NULL,Redmond,15366
1176 Oily Road,NULL,Sydney,20648
1177 Oily Road,NULL,Burien,21176
1177 Oily Road,NULL,West Covina,20699
1178 Flora Ave.,NULL,Shawnee,18664
1178 Sandy Blvd.,NULL,Gold Coast,25739
1178 Sandy Blvd.,NULL,Yakima,25295
"118, rue Faubourg St Antoine",NULL,Bobigny,29049
"118, rue Marbeuf",NULL,Colombes,17778
"118, rue Marbeuf",NULL,Orleans,21712
"118, rue Marbeuf",NULL,Suresnes,27903
"118, rue Marbeuf",NULL,Villeneuve-d'Ascq,11763
1180 Rhea Ct,NULL,West Covina,15696
"11802, rue Surcouf",NULL,Colombes,11498
1183 Royal Links Circle,NULL,Berks,28504
1183 Royal Links Circle,NULL,Grossmont,15825
1183 Tono Lane,NULL,Berkshire,24747
1183 Tono Lane,NULL,Townsville,21760
1185 Dallas Drive,NULL,Everett,233
1185 Dallis Drive,NULL,Novato,27920
1185 Laguna St,NULL,Tacoma,15744
"119, quai Paul Doumer",NULL,Paris,23617
"119, rue Faubourg St Antoine",NULL,Orleans,29109
"119, rue Marbeuf",NULL,Villeneuve-d'Ascq,29697
1190 Hill Top Rd.,NULL,Concord,28626
1190 Hill Top Rd.,NULL,Runcorn,20178
1191 Boxwood Dr.,NULL,Burbank,28586
1191 Boxwood Dr.,NULL,Oxford,22516
1191 Rhoda Way,NULL,Vancouver,22116
1192 A St.,NULL,Esher-Molesey,28755
1192 A St.,NULL,Gold Coast,16039
1192 Parkway Drive,NULL,Mill Valley,12455
1192 Parkway Drive,NULL,Mill Valley,351
1192 Tosca Way,NULL,Beaverton,17338
1192 Tosca Way,NULL,Townsville,23849
1197 Santa Barbara,NULL,North Ryde,12851
1197 Santa Barbara,NULL,Santa Monica,12933
"1199, rue Ste-Honoré",NULL,Sèvres,17587
"12, avenue des Laurentides",NULL,Roubaix,18266
"12, avenue du Port",NULL,Sèvres,25738
"12, avenue Foch",NULL,Lieusaint,29230
